mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_30146,OC1CC1C1=CNC=C1,3.62494,1.15646,1.01206,3.1659,78.32,-0.2124,0.0325,0.2449,1198.8968,0.149026,-401.962228,-401.95405,-401.953106,-401.995578,31.504
gdb_104473,CNC1(C=O)C(O)C1O,1.83493,1.56108,1.17898,3.3584,69.92,-0.214,-0.0205,0.1935,1142.9235,0.144716,-476.189153,-476.179195,-476.178251,-476.223597,36.047
gdb_43971,O=C1CC23NC12CC=C3,3.06865,1.69675,1.44893,3.7604,73.61,-0.2311,-0.0193,0.2118,927.5273,0.125641,-400.713955,-400.707129,-400.706185,-400.745105,27.551
gdb_52173,N=COCC1CC(=O)C1,6.19888,0.64309,0.60505,3.7388,76.19,-0.2488,-0.0261,0.2227,1768.6111,0.145471,-439.086441,-439.077023,-439.076079,-439.123308,32.544
gdb_7364,CCCC(C)C(N)=O,3.43259,1.01432,0.92968,3.4046,75.58,-0.2393,0.038,0.2772,1363.9676,0.186868,-366.31302,-366.302455,-366.301511,-366.349867,36.55
gdb_49212,C1CC(=O)NC=C1C=O,4.62261,1.0014,0.84073,2.5945,78.05,-0.2412,-0.0582,0.183,1285.4086,0.125771,-437.959758,-437.951916,-437.950972,-437.992478,29.218
gdb_68707,OC12CC1(C#N)C(=O)C2,2.03776,1.79933,1.14967,5.3256,69.98,-0.2649,-0.0363,0.2286,1040.8021,0.099846,-436.684419,-436.67647,-436.675526,-436.717053,29.624
gdb_125624,Cc1c(c([nH]n1)N)C#N,2.00722,1.90235,0.98382,4.8276,75.34,-0.2268,0.0018,0.2286,1132.9106,0.11428,-413.039256,-413.03061,-413.029666,-413.072554,31.334
gdb_62094,CC(OCC=O)C(C)=O,3.73346,0.8094,0.69673,1.8821,73.1,-0.2485,-0.0369,0.2116,1577.7484,0.153731,-460.178647,-460.167966,-460.167022,-460.216325,36.525
gdb_15811,CCOC(=N)C1CO1,5.77803,1.02941,0.93429,2.1398,66.6,-0.2637,0.0163,0.28,1258.0173,0.141082,-400.984661,-400.976131,-400.975187,-401.01842,29.878
gdb_106789,CCC12CC1(C)OC=N2,2.6559,1.47549,1.14155,1.5895,78.85,-0.2394,0.0197,0.2591,1153.6972,0.170437,-403.161753,-403.152921,-403.151977,-403.195036,33.671
gdb_50722,N=C1OCCCC1C=O,2.46447,1.47767,0.98591,3.6378,73.62,-0.2488,-0.0199,0.2289,1177.3158,0.148405,-439.114553,-439.106169,-439.105224,-439.148609,30.726
gdb_83694,OC1C2CCN2C1C=O,2.30276,1.81525,1.48991,1.331,71.39,-0.2249,-0.0596,0.1653,965.7746,0.147888,-439.034368,-439.02635,-439.025405,-439.067629,30.321
gdb_26420,CC(C)Cn1cccc1,3.90155,0.9333,0.87181,2.0382,88.65,-0.1998,0.0465,0.2462,1446.7381,0.194939,-367.257073,-367.247707,-367.246763,-367.291813,35.366
gdb_80806,CC1N2CC1(C#C)C2C,1.96294,1.62141,1.1927,1.1957,86.71,-0.2349,0.0377,0.2726,1166.0027,0.169718,-365.904828,-365.895689,-365.894745,-365.938349,35.105
gdb_110444,CC1C2C3C2N1C3CO,2.87778,1.41249,1.14502,3.0608,78.17,-0.2351,0.0828,0.318,1133.8082,0.171825,-403.068756,-403.060701,-403.059757,-403.101218,31.903
gdb_92155,CN1CC2OC3C1C23O,2.64054,1.64948,1.39741,1.4618,71.49,-0.1984,0.0662,0.2646,1000.7009,0.147771,-439.015049,-439.007412,-439.006468,-439.046832,30.416
gdb_59271,CC(O)C1C2COCC12,2.68386,1.28122,1.17219,2.724,77.94,-0.244,0.0711,0.3151,1180.6478,0.183084,-424.214335,-424.205409,-424.204465,-424.248218,33.929
gdb_132960,Cn1c(=O)cncc1F,2.36101,1.93725,1.07131,2.9612,68.56,-0.2308,-0.0604,0.1704,1018.7139,0.101074,-478.023085,-478.015434,-478.01449,-478.055925,27.738
gdb_83228,CC1C2CCC(C)(C)C12,2.29601,1.49175,1.27522,0.1092,91.56,-0.2568,0.0755,0.3323,1190.4871,0.229677,-352.367434,-352.357933,-352.356989,-352.40073,38.011
gdb_32969,c1c([nH]c(n1)CCO)O,4.70869,0.78092,0.70837,1.9885,71.79,-0.1969,0.0408,0.2378,1548.6972,0.136487,-455.173925,-455.164826,-455.163882,-455.208816,32.716
gdb_106729,CCC12CC1(C)C=CC2,2.41959,1.4719,1.10011,0.2122,90.7,-0.2207,0.0255,0.2462,1228.4184,0.205666,-351.167382,-351.15816,-351.157216,-351.200773,36.312
gdb_113617,OCC1CC1C#CC=O,3.55946,0.66803,0.59222,3.6416,84.3,-0.2608,-0.0573,0.2035,1806.0516,0.133637,-421.78331,-421.773497,-421.772553,-421.819591,33.544
gdb_24098,c1c(nco1)CCC#N,6.98146,0.72448,0.6803,4.5567,71.33,-0.2587,-0.0112,0.2476,1540.4801,0.114133,-416.85696,-416.849031,-416.848087,-416.89079,27.911
gdb_44525,O=C1CC2C3CN3C2=C1,4.47033,1.29953,1.15214,3.6568,76.2,-0.2391,-0.0422,0.1969,1042.6799,0.125968,-400.708549,-400.701843,-400.700899,-400.73964,26.925
gdb_37906,C1C2C3CC=C4C1N2C34,3.12202,2.13672,1.98537,1.8584,79.43,-0.2187,-0.0307,0.188,805.8757,0.151159,-364.701512,-364.695753,-364.694809,-364.731139,25.489
gdb_46246,O=C1OCC11OC1C#C,2.95085,1.37257,1.07657,3.6635,65.49,-0.278,-0.0282,0.2497,1075.7703,0.087024,-456.514578,-456.506753,-456.505809,-456.547336,28.358
gdb_47423,N=C1OCOC1C1CC1,2.86767,1.35838,1.00633,1.7071,72.97,-0.2645,0.0193,0.2838,1183.1907,0.148653,-439.081216,-439.073031,-439.072086,-439.114876,30.129
gdb_13209,CC(CO)C1COC1,4.04695,1.16415,0.97113,2.4066,70.73,-0.243,0.0703,0.3133,1212.7029,0.176167,-386.112512,-386.103386,-386.102442,-386.146673,32.485
gdb_56582,CC(C#N)C(O)C1CO1,3.63564,0.98678,0.90261,4.9073,72.11,-0.2848,0.0353,0.3201,1309.1987,0.146395,-439.073957,-439.064633,-439.063689,-439.108398,33.764
gdb_110993,COC1C2CC1(O)C=C2,2.70466,1.52493,1.25048,0.9605,76.29,-0.2223,0.0137,0.2359,1073.9425,0.1587,-422.978412,-422.970079,-422.969135,-423.011094,32.613
gdb_43038,O=C1C2OC3C2C13C#C,2.96154,1.66121,1.22161,3.3686,70.31,-0.2342,-0.0171,0.217,966.0653,0.087396,-419.331518,-419.324419,-419.323475,-419.363053,27.429
gdb_110097,CCC1C(CC)C1(C)C,1.65099,1.26077,0.90867,0.1123,97.22,-0.2488,0.0785,0.3272,1534.1386,0.249694,-353.56249,-353.55076,-353.549815,-353.599226,43.304
gdb_120025,OCCC1C(O)CC1=O,2.56807,1.0235,0.80999,3.7883,72.52,-0.2432,-0.0225,0.2207,1424.6212,0.156905,-460.15805,-460.148229,-460.147285,-460.193587,35.228
gdb_121278,OCCC1COC2CC12,3.96161,0.86342,0.77729,1.2948,77.67,-0.2283,0.0762,0.3045,1494.6572,0.183205,-424.204359,-424.195479,-424.194535,-424.238406,33.52
gdb_66126,OC1(COC2CC12)C#C,2.74333,1.44246,1.32688,2.0104,73.36,-0.235,0.0264,0.2614,1033.9198,0.134752,-421.766671,-421.75844,-421.757496,-421.799166,32.187
gdb_17688,C1CC1C12CC(C1)O2,4.67398,1.55451,1.51351,1.8302,71.93,-0.2295,0.0881,0.3176,915.2453,0.154165,-347.722728,-347.715751,-347.714807,-347.754268,27.508
gdb_48747,O=CC12CN1C=CC2=O,2.73874,1.71397,1.20277,3.4495,68.94,-0.2509,-0.0692,0.1817,981.098,0.100609,-436.689873,-436.682535,-436.681591,-436.721902,27.179
gdb_105842,CCC12C(O)C1OC2=O,2.16169,1.55724,1.21331,3.4871,68.28,-0.2625,-0.0058,0.2567,1098.6282,0.134489,-458.957635,-458.949,-458.948056,-458.991166,31.907
gdb_50625,O=CC1CCC=CCC1,3.08527,1.08269,0.85934,2.6568,84.6,-0.2407,-0.0207,0.22,1359.6635,0.183508,-387.114136,-387.105257,-387.104313,-387.148511,33.22
gdb_34393,C#CC12CCC1COC2,2.6144,1.52722,1.26229,1.0579,81.0,-0.2496,0.0436,0.2933,1070.9945,0.160091,-385.852379,-385.844342,-385.843398,-385.885052,31.511
gdb_19517,CNC1C2OC=NC12,3.73331,1.92013,1.77953,1.4476,63.4,-0.2114,0.0093,0.2208,808.4981,0.132342,-379.894299,-379.887307,-379.886363,-379.925562,26.231
gdb_20055,C1OC1C1CN=CO1,4.52377,1.70025,1.55458,2.7983,60.48,-0.2509,0.0216,0.2724,839.1831,0.120238,-399.783308,-399.776525,-399.775581,-399.815007,24.493
gdb_99868,CCC(O)(C#C)C(C)O,1.79704,1.41343,1.18819,1.8953,80.32,-0.2526,0.0269,0.2795,1234.5596,0.177975,-424.193698,-424.182551,-424.181607,-424.22927,41.37
gdb_120251,OCCC1N2CC2C1=O,3.1667,0.97798,0.82059,2.7825,73.03,-0.2435,-0.0239,0.2196,1388.8536,0.146714,-439.044649,-439.035818,-439.034874,-439.079047,32.048
gdb_37950,C1C2C3CCCC=C1C23,2.88193,1.77004,1.38047,0.5416,87.41,-0.2164,0.0101,0.2265,1010.0774,0.185957,-349.912499,-349.905374,-349.90443,-349.943488,30.374
gdb_18767,C1OC23COC2CC13,3.88874,2.30996,1.75113,1.7335,63.81,-0.2415,0.057,0.2985,761.6153,0.131649,-383.670806,-383.664626,-383.663682,-383.700971,24.47
gdb_125535,Cc1[nH]c2nncn2n1,5.53546,1.33654,1.08389,6.1553,69.36,-0.2341,-0.0088,0.2253,1043.1183,0.103847,-429.057325,-429.050396,-429.049452,-429.088666,26.083
gdb_126627,CCCn1c(ncn1)O,3.29591,1.05877,0.85151,2.3548,73.68,-0.2365,0.0285,0.265,1369.0623,0.149227,-435.304508,-435.295715,-435.294771,-435.339131,31.575
gdb_118380,CNCC(CC#N)C#N,3.19686,0.81455,0.68245,5.9237,77.73,-0.2468,0.0099,0.2567,1626.5768,0.1471,-398.144334,-398.13424,-398.133296,-398.180418,34.502
gdb_118421,CCC(CCO)C(N)=O,1.60915,1.14815,0.77788,3.2483,78.92,-0.2457,0.0312,0.2769,1559.7358,0.192072,-441.522289,-441.510672,-441.509727,-441.560739,40.118
gdb_73634,OC12COCC1C=CC2,2.25494,1.89368,1.43726,2.0404,75.02,-0.2423,0.0189,0.2612,987.2956,0.161115,-423.038364,-423.030711,-423.029767,-423.070601,30.45
gdb_100950,COC(C)C(CO)OC,2.30198,1.04436,0.76414,1.5296,79.44,-0.2333,0.0745,0.3078,1556.3432,0.201708,-462.535351,-462.523507,-462.522562,-462.573272,40.944
gdb_94592,CC1[NH2+]CC1CC([O-])=O,3.68197,0.95723,0.87484,5.3533,74.79,-0.2523,0.0193,0.2716,1372.584,0.172009,-440.328291,-440.31918,-440.318236,-440.362522,33.945
gdb_97993,CCC#CCCNC=O,5.72149,0.47967,0.46233,3.6377,86.91,-0.2422,0.0272,0.2694,2377.7193,0.169428,-403.156645,-403.145724,-403.14478,-403.195681,36.795
gdb_116923,COCC#CC1CC1C,4.09873,0.60615,0.55555,0.811,91.86,-0.2362,0.0369,0.2731,2062.5009,0.180131,-387.039011,-387.028393,-387.027449,-387.076528,37.023
gdb_104750,CCC1(CO)NC1C#C,2.2026,1.29546,0.9583,3.0845,82.2,-0.2362,0.0394,0.2755,1296.9857,0.168534,-403.084964,-403.074684,-403.07374,-403.120105,37.669
gdb_125635,CC1=NNC(O)=CC1=N,3.20928,1.36799,0.96564,4.5119,78.48,-0.2039,-0.0217,0.1822,1164.9099,0.124963,-434.082164,-434.073771,-434.072826,-434.114855,31.752
gdb_126713,CCn1cc(cn1)C#N,5.30648,0.88782,0.81054,5.4589,79.9,-0.2575,-0.0177,0.2398,1395.1201,0.126318,-396.97573,-396.967523,-396.966579,-397.009417,29.457
gdb_91347,CC1CC2CC(C)C12C,1.8286,1.5564,1.45032,0.1691,92.08,-0.2531,0.0743,0.3274,1186.6567,0.228667,-352.3406,-352.330883,-352.329939,-352.374551,38.199
gdb_95375,CC1OCC2CCCC12,2.67243,1.49484,1.12019,1.5364,83.73,-0.2411,0.0707,0.3117,1176.5677,0.209209,-388.317218,-388.308979,-388.308035,-388.350887,32.751
gdb_14578,C#CCOCCC#N,14.3479,0.65733,0.63602,3.4714,69.06,-0.2727,0.0164,0.2891,1631.3994,0.116287,-362.62673,-362.61775,-362.616806,-362.661379,30.205
gdb_29884,Cn1cnc(=O)cc1O,3.3036,1.40124,0.99003,7.463,71.73,-0.2267,-0.0171,0.2096,1119.2785,0.113932,-454.002697,-453.994787,-453.993843,-454.035298,29.275
gdb_113214,CCC1CC1(C)C1CC1,3.13635,0.9291,0.81869,0.1763,93.54,-0.246,0.0921,0.3381,1564.2844,0.227846,-352.339273,-352.328897,-352.327953,-352.374802,39.357
gdb_53555,CC#CCC12CCC1O2,4.27976,0.79035,0.756,1.6845,84.21,-0.2444,0.0543,0.2987,1590.8227,0.157229,-385.831869,-385.822376,-385.821432,-385.868756,33.684
gdb_51179,O=CCC12COCC1N2,3.9608,1.02048,0.91568,2.6756,72.11,-0.2463,-0.0261,0.2202,1273.9154,0.147933,-439.07082,-439.062584,-439.06164,-439.104695,30.218
gdb_132910,Cc1c(c[nH]c(=O)n1)F,3.09447,1.40394,0.97155,4.6055,68.54,-0.2329,-0.0609,0.1721,1109.2504,0.100805,-478.035777,-478.028058,-478.027114,-478.068351,28.474
gdb_126477,CCc1c(con1)C=O,2.04627,1.54203,0.93779,1.774,72.8,-0.2641,-0.0637,0.2004,1218.8773,0.123669,-437.899129,-437.890681,-437.889736,-437.932974,29.892
gdb_103862,COC1(C)CC1C1CC1,2.89336,0.98547,0.9123,1.0896,87.61,-0.2403,0.0871,0.3274,1454.753,0.203668,-388.255547,-388.245385,-388.244441,-388.290845,37.888
gdb_56355,NC(=NCC=O)C1CO1,5.99068,0.64856,0.61092,3.6629,73.36,-0.2452,-0.0203,0.2249,1745.7806,0.133437,-455.129473,-455.119943,-455.118999,-455.165849,33.209
gdb_70065,OC12CC1N=C1OCC21,3.20998,1.62772,1.29502,4.0602,68.42,-0.2345,0.0054,0.2399,963.9215,0.125078,-437.82967,-437.82267,-437.821726,-437.86073,28.267
gdb_5534,Cc1c(ocn1)NC,3.30484,1.8846,1.25177,2.6789,68.64,-0.193,0.0223,0.2153,964.973,0.131017,-379.950581,-379.942442,-379.941498,-379.983707,28.589
gdb_108159,COC12CN=C3OC1C23,3.43394,1.51981,1.27367,3.2745,69.57,-0.2232,-0.0537,0.1696,991.1794,0.121745,-437.726164,-437.718431,-437.717487,-437.758405,29.491
gdb_24646,c1cc(cnc1)N2CC2,4.34975,1.20596,0.98355,2.8567,83.95,-0.2178,-0.0178,0.2,1179.483,0.138936,-380.896541,-380.889328,-380.888383,-380.92865,27.757
gdb_97371,CN=COC(C)C1CC1,3.04828,0.83885,0.71884,2.7601,87.85,-0.2455,0.0283,0.2737,1676.4331,0.191968,-404.335571,-404.325181,-404.324237,-404.371873,37.266
gdb_132759,Cc1c(cccc1F)O,2.27507,1.77696,1.00397,1.0482,75.19,-0.2216,0.0011,0.2227,1106.167,0.124042,-445.928568,-445.920577,-445.919633,-445.960882,30.731
gdb_163,C1C2COC12,10.16649,6.4527,5.07931,1.7167,41.77,-0.2337,0.0853,0.319,315.0958,0.091972,-231.093096,-231.088957,-231.088013,-231.119749,15.312
gdb_16874,O=C1CN2CC2CN1,4.27883,1.86604,1.41668,4.3118,64.64,-0.2354,0.0262,0.2616,858.8032,0.133246,-379.926024,-379.919328,-379.918384,-379.956881,25.961
gdb_130042,c1c2c(n[nH]1)CN=C2N,3.41627,1.60664,1.10126,4.0888,73.84,-0.2184,-0.0043,0.2141,1023.6575,0.117353,-413.01887,-413.012055,-413.01111,-413.049804,27.212
gdb_49357,O=CN1C(C#C)C1C#N,1.98951,1.61556,1.25157,5.0617,70.15,-0.2798,-0.0259,0.2539,1035.655,0.08692,-415.563194,-415.554646,-415.553702,-415.596886,29.835
gdb_70826,CC12OC3(C)C1NC23C,2.25111,1.71641,1.48595,1.2905,79.61,-0.2278,0.0741,0.3018,1045.4488,0.16844,-403.063514,-403.054507,-403.053563,-403.096357,34.842
gdb_35629,C#CC1CC=CC2CN12,2.41381,1.76154,1.36528,1.1234,81.9,-0.2197,0.0123,0.232,1007.8096,0.14831,-364.750916,-364.743106,-364.742162,-364.78306,31.04
gdb_75084,CC1=CCC(=O)C2CC12,2.9664,1.38459,1.07297,3.3419,82.08,-0.2233,-0.0099,0.2134,1160.5819,0.159918,-385.922475,-385.914317,-385.913373,-385.955164,31.742
gdb_83580,CC1C2CCC1OCC2,2.41829,1.61568,1.53045,1.3623,83.33,-0.2357,0.0738,0.3095,1054.5828,0.209847,-388.317331,-388.309559,-388.308615,-388.348919,32.454
gdb_105871,CC1CC2C(O)C12CO,2.04528,1.42328,1.27352,2.5802,78.59,-0.2447,0.0708,0.3155,1160.5577,0.181643,-424.189769,-424.180225,-424.179281,-424.22373,36.243
gdb_112079,OCC1N=CNC1C=O,2.55799,1.35387,1.01121,2.3101,69.71,-0.2382,-0.0431,0.1951,1162.9203,0.136852,-455.154636,-455.146267,-455.145323,-455.188251,30.5
gdb_42486,O=C(OCC1CO1)C#N,4.65892,0.74854,0.67096,4.9191,65.11,-0.2933,-0.0726,0.2206,1569.9798,0.099119,-473.82057,-473.811864,-473.810919,-473.855845,29.281
gdb_48250,O=CC(CC#C)C1CO1,2.42193,1.10149,0.81405,1.1903,74.61,-0.253,-0.0323,0.2207,1376.9879,0.132319,-421.772133,-421.76259,-421.761646,-421.807646,33.399
gdb_132153,Cc1coc(nc1=O)F,3.31042,1.38543,0.98256,4.6133,62.18,-0.2649,-0.0491,0.2158,1089.7862,0.088692,-497.906173,-497.898707,-497.897763,-497.938508,27.054
gdb_74313,NC1=[NH+][C-](C=O)C(=N)N1,2.33895,1.50725,0.91754,9.5787,80.41,-0.1619,-0.0121,0.1498,1189.7873,0.113563,-450.148358,-450.139947,-450.139003,-450.181199,31.641
gdb_93431,CC1CCC(=N)NC1=O,2.84577,1.35705,0.96008,1.4706,79.15,-0.2565,-0.0118,0.2447,1222.0532,0.161431,-419.279446,-419.270998,-419.270054,-419.312704,32.231
gdb_19608,OC1C2C3C2C(=O)C13,3.30032,2.424,1.82429,3.7084,60.64,-0.2362,0.0078,0.2441,735.3346,0.107451,-382.503165,-382.49682,-382.495876,-382.533512,24.765
gdb_107866,COC12CN3C1C(=O)C23,2.77497,1.58589,1.20691,4.0195,69.86,-0.2545,-0.0179,0.2366,1034.4043,0.123168,-437.785838,-437.778125,-437.777181,-437.818468,28.805
gdb_126239,CCc1c(nno1)C#N,2.1346,1.58914,0.96149,4.3131,71.25,-0.2872,-0.0665,0.2207,1166.549,0.10022,-432.867664,-432.859441,-432.858497,-432.90149,28.802
gdb_29377,Cc1cc(oc1)CC#N,4.76927,0.87328,0.8295,4.4132,76.72,-0.231,0.0012,0.2322,1402.1424,0.124416,-400.798864,-400.790362,-400.789417,-400.833018,30.357
gdb_110063,COC1C(O)COC1C,2.31383,1.40963,1.17535,2.8506,74.35,-0.2451,0.0622,0.3073,1174.7279,0.181707,-461.354181,-461.344468,-461.343523,-461.389265,35.399
gdb_86494,CN1CC(C1)(C=O)C=O,2.43626,1.28407,0.9731,2.9481,74.05,-0.235,-0.0398,0.1952,1241.3878,0.144755,-439.069896,-439.060405,-439.059461,-439.105492,32.944
gdb_108717,CCC1=CC(=O)N(C1)C,3.34473,1.02841,0.84015,4.4935,84.21,-0.2318,-0.0208,0.211,1423.4901,0.17091,-403.209147,-403.199631,-403.198687,-403.244099,34.113
gdb_113794,CCN1CC1C1(C)CN1,2.93883,1.00497,0.96059,0.863,86.6,-0.2238,0.0784,0.3021,1402.068,0.204894,-384.412359,-384.402407,-384.401462,-384.447593,37.389
gdb_38661,C1C2CC3N=COC3C12,3.01678,1.84008,1.49863,1.7871,73.3,-0.2456,0.0238,0.2694,918.0892,0.151825,-401.965532,-401.95899,-401.958046,-401.996461,26.771
gdb_8044,CC12CC(C1)C2C#N,3.39443,1.84236,1.50296,4.1177,73.31,-0.2995,0.0255,0.3251,890.8252,0.143151,-326.702028,-326.694826,-326.693882,-326.733232,27.85
gdb_125672,Cc1c(c[nH]n1)CC#N,2.9629,1.22931,0.97334,4.64,74.62,-0.2529,0.0102,0.2631,1193.3172,0.125639,-396.974165,-396.965641,-396.964697,-397.00835,30.414
gdb_9202,C(C#N)NC(=O)CO,6.24465,0.89297,0.84357,4.252,60.17,-0.2692,0.002,0.2712,1293.1131,0.105594,-415.882939,-415.873898,-415.872954,-415.918453,29.699
gdb_32331,Cn1c(c[nH]c1=O)OC,3.07093,1.35035,1.00106,3.7061,71.34,-0.1865,0.0448,0.2313,1167.7982,0.135516,-455.1867,-455.177314,-455.17637,-455.221306,32.784
gdb_131325,c1nc2[nH]c(nn2n1)O,5.61411,1.39325,1.11624,4.4218,60.64,-0.2386,0.0174,0.256,967.3133,0.081516,-464.996306,-464.990025,-464.989081,-465.026879,24.062
gdb_102656,CCC(CO)CC1CO1,2.0236,1.00331,0.71568,2.0073,82.72,-0.2603,0.0767,0.337,1631.6183,0.203743,-425.402078,-425.391309,-425.390365,-425.438873,38.485
gdb_98869,CNC(=O)N1CCC=C1,4.17214,1.02858,0.84269,3.0903,81.96,-0.1989,0.0148,0.2137,1377.1497,0.160338,-419.254477,-419.245129,-419.244184,-419.289532,33.016
gdb_43638,N=C1OC(C=C1)C1CO1,4.56614,1.04061,0.89333,2.4544,74.18,-0.2505,-0.039,0.2115,1258.3629,0.124928,-437.876231,-437.868622,-437.867678,-437.909102,28.337
gdb_95589,CC1COC=NCC=C1,2.56161,1.4742,1.07524,2.5097,81.46,-0.2318,0.0041,0.2359,1173.3973,0.17262,-403.144759,-403.136232,-403.135288,-403.177979,32.558
gdb_130571,c1conc1C(=O)C#N,3.7615,1.24193,0.93366,5.272,63.86,-0.3043,-0.1149,0.1893,1114.1525,0.066062,-451.548204,-451.54104,-451.540096,-451.580701,24.912
gdb_92004,CC1CN2CC2C1C=O,2.50522,1.42957,1.11403,2.1673,78.46,-0.2385,-0.0256,0.2129,1150.1513,0.171634,-403.135686,-403.127202,-403.126258,-403.169137,32.244
gdb_73098,CC12CC(=O)OC1CO2,2.96933,1.48978,1.24017,3.824,67.61,-0.2619,0.0081,0.2699,1036.8086,0.135868,-458.998785,-458.991037,-458.990093,-459.031268,29.485
gdb_127109,Cc1nc(on1)N(C)C,4.01711,1.10893,0.88414,3.0182,77.25,-0.2192,0.0184,0.2376,1325.0258,0.147023,-435.281931,-435.272409,-435.271465,-435.316741,32.936
gdb_14008,O=CC1CC11CCC1,4.47285,1.254,1.16796,3.4788,74.31,-0.2428,-0.0152,0.2275,1076.6898,0.153267,-347.792638,-347.784832,-347.783888,-347.825159,29.058
gdb_4962,Cc1cccnc1N,3.26158,2.29419,1.35977,2.061,75.39,-0.2079,-0.0057,0.2022,884.4759,0.133242,-342.860405,-342.853315,-342.85237,-342.89126,27.728
gdb_33625,N#CC12C3CC1C1C3N21,3.45333,1.67479,1.46812,4.9722,72.62,-0.2566,-0.0073,0.2493,896.7058,0.114997,-379.597448,-379.59124,-379.590296,-379.628008,25.124
gdb_94593,CC1OCC1CC(C)=O,3.20021,0.94136,0.79051,3.1823,78.88,-0.24,-0.0157,0.2243,1497.426,0.179867,-424.23439,-424.224191,-424.223246,-424.271113,35.827
gdb_24978,N=C1OC2=C(COC2)O1,4.87336,1.27398,1.023,2.3287,65.29,-0.2209,0.0227,0.2436,1080.7803,0.102233,-473.81309,-473.806055,-473.805111,-473.845048,25.92
gdb_37705,C1C2C3C4OC1CC2C34,2.65383,2.25139,2.05677,1.3993,75.72,-0.2197,0.085,0.3046,820.2328,0.164286,-385.879683,-385.873974,-385.87303,-385.909251,25.957
gdb_20631,CC1=CC(=N)N=NO1,4.09381,1.85952,1.28893,2.5029,68.29,-0.2443,-0.0799,0.1645,886.6773,0.094,-394.743734,-394.73643,-394.735486,-394.775507,26.319
gdb_46996,O=C1COC2CCC1O2,2.73796,1.80082,1.41557,2.12,66.74,-0.2375,-0.0276,0.2099,942.7454,0.137924,-458.989255,-458.982047,-458.981103,-459.021515,27.625
gdb_38019,C1C2C=C3CC=CC3C12,3.46948,1.61381,1.29531,0.2016,85.38,-0.2179,0.022,0.2399,1010.833,0.162577,-348.755056,-348.748371,-348.747426,-348.785813,28.312
gdb_126197,CCc1c(noc1C)C,1.87312,1.70953,0.96717,3.2412,82.3,-0.2371,0.0039,0.2409,1273.1775,0.169472,-403.173173,-403.163326,-403.162382,-403.2083,35.13
gdb_9347,CCCNC(=O)NC,7.07655,0.77473,0.73064,3.6007,74.36,-0.2357,0.0669,0.3027,1613.0769,0.176166,-382.36705,-382.356659,-382.355715,-382.403903,35.188
gdb_92929,CC1CC=CN(C1)C=O,3.26763,1.11628,0.86565,3.9665,84.98,-0.215,-0.001,0.214,1345.3156,0.172503,-403.200884,-403.192307,-403.191363,-403.234065,32.651
gdb_84731,CC1C=CC=CCC1=O,2.48232,1.58941,1.06353,2.2578,84.36,-0.236,-0.0307,0.2052,1148.7811,0.159423,-385.928577,-385.920184,-385.91924,-385.961673,32.342
gdb_42814,O=C1C2CC1C1(CC1)C2,3.01054,1.47814,1.32147,2.86,79.34,-0.2286,-0.0014,0.2272,1040.798,0.160897,-385.88108,-385.873764,-385.87282,-385.912697,29.84
gdb_108614,CC1OCC(CO)=C1C,2.69509,1.17084,0.88583,2.3914,82.58,-0.227,0.0126,0.2396,1361.4618,0.180976,-424.236517,-424.226457,-424.225513,-424.271839,36.346
gdb_39512,C1COCC2OC2CO1,2.3716,1.78713,1.21564,2.425,70.85,-0.2417,0.0753,0.317,1044.8165,0.160982,-460.120226,-460.112574,-460.11163,-460.152223,30.018
gdb_131635,c1c(c([nH]n1)C=O)CO,2.74315,1.24836,0.87162,3.177,71.94,-0.2565,-0.0652,0.1913,1241.8523,0.113541,-453.968419,-453.960088,-453.959143,-454.002472,29.262
gdb_39331,C1C2CCC3OCCC123,2.68325,1.76636,1.30225,1.5121,81.02,-0.2409,0.0856,0.3265,1040.7406,0.185869,-387.098451,-387.091047,-387.090103,-387.130315,30.178
gdb_15608,CN=C1CN=CN1C,3.21394,1.94982,1.24169,1.2984,73.07,-0.2147,0.0,0.2146,973.035,0.142372,-360.065321,-360.056806,-360.055861,-360.099523,29.08
gdb_7593,CC(O)C1(C)CC1C,2.57754,1.63738,1.38727,1.3567,78.08,-0.2545,0.072,0.3264,1063.478,0.197897,-350.200165,-350.190187,-350.189243,-350.234365,37.158
gdb_98253,CC(=O)N(C)C(=O)OC,3.29795,1.11473,0.85894,4.8543,71.15,-0.2446,-0.0048,0.2398,1346.3298,0.144854,-476.281084,-476.270666,-476.269722,-476.317853,35.156
gdb_73354,OC12COC3C(C=C1)C23,2.58462,2.063,1.65468,1.9457,71.15,-0.2229,0.002,0.2249,872.7463,0.1377,-421.809238,-421.802568,-421.801624,-421.839745,28.195
gdb_119418,CCCC12CC1(C)OC2,3.2829,0.89735,0.81929,1.8035,86.68,-0.2232,0.0796,0.3028,1549.1528,0.204101,-388.263906,-388.253946,-388.253002,-388.299052,37.137
gdb_127977,CN=C1ON=C(N)C=C1,4.73095,1.08274,0.88692,3.9439,80.89,-0.2143,-0.0608,0.1535,1272.3535,0.12421,-434.048982,-434.040531,-434.039587,-434.082217,31.289
